ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
155,8498.5 px,15761.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
156,8671.5 px,15331.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
157,7690.5 px,16510.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
158,7446.5 px,16490.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
159,7648.5 px,16738.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
160,5163.5 px,16335.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
161,5647.5 px,16723.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
162,5071.5 px,16536.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
163,4406.5 px,16617.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
164,4742.5 px,16329.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
165,5327.5 px,17305.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
166,6914.5 px,17333.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
167,7158.5 px,17333.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
168,6720.5 px,16921.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
169,7295.5 px,17242.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
170,6796.5 px,17345.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
171,8083.5 px,17151.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
172,9159.5 px,16803.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
173,6608.5 px,17644.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
174,7085.5 px,17709.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
175,6955.5 px,17727.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
176,5754.5 px,5116.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
177,5797.5 px,5431.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
178,7696.5 px,5567.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
179,9419.5 px,8031.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
180,9367.5 px,10468.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
181,4591.5 px,10831.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
182,6602.5 px,11484.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
183,10591.5 px,11704.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
184,11310.5 px,11518.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Great Egret,Hidden_Little_03_24_2022,LG
185,5406.5 px,6330.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
186,11187.5 px,9338.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
187,6565.5 px,9244.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
188,10883.5 px,10708.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
189,11040.5 px,11305.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
190,12181.5 px,11196.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
191,8421.5 px,11828.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
192,7910.5 px,13550.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
193,5800.5 px,13324.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
194,5736.5 px,13955.5 px,[Document Hidden_Little_03_24_2022_Counted_LG.tif],Roseate Spoonbill,Hidden_Little_03_24_2022,LG
