ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
46,12188.5 px,13805.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
47,7854.5 px,13810.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
48,7767.5 px,15855.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
49,7940.5 px,15255.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
50,7224.5 px,15469.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
51,6607.5 px,15088.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
52,8166.5 px,14709.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
53,14076.5 px,14756.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
54,14424.5 px,14607.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
55,12633.5 px,14245.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
56,12570.5 px,14709.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
57,14907.5 px,15205.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
58,19791.5 px,16040.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
59,20033.5 px,16395.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
60,14103.5 px,15472.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
61,5169.5 px,16596.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
62,5676.5 px,17636.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
63,6225.5 px,17437.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
64,7197.5 px,17570.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
65,7263.5 px,17668.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
66,7564.5 px,18203.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
67,8173.5 px,17782.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
68,8289.5 px,16933.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
69,8945.5 px,16849.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
70,15631.5 px,17900.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
71,16134.5 px,17978.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
72,17122.5 px,18532.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
73,5305.5 px,18789.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
74,5649.5 px,18833.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
75,7801.5 px,18937.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
76,8462.5 px,18744.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
77,14858.5 px,19883.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
78,16017.5 px,19217.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
79,7130.5 px,20215.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
80,7918.5 px,20446.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
81,6622.5 px,20797.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
82,7480.5 px,20669.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
83,11876.5 px,20553.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
84,13876.5 px,21046.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
85,15613.5 px,20622.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
86,16512.5 px,20833.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
87,14043.5 px,20608.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
88,8612.5 px,22304.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
89,9644.5 px,21273.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
90,10125.5 px,6811.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
91,13461.5 px,7545.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
92,10970.5 px,7744.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
93,13865.5 px,8877.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
94,12919.5 px,8736.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
95,10231.5 px,9224.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
96,9119.5 px,7708.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
97,8632.5 px,9670.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
98,8956.5 px,10043.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
99,9796.5 px,10334.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
100,10093.5 px,10310.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
101,13104.5 px,9501.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
102,11113.5 px,10359.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
103,11248.5 px,11966.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
104,8126.5 px,13129.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
105,8723.5 px,13944.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
106,7356.5 px,16199.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
107,7701.5 px,16014.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
108,8365.5 px,15615.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
109,8775.5 px,15479.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
110,7866.5 px,14691.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
111,8287.5 px,13983.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
112,12706.5 px,14058.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
113,14975.5 px,14343.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
114,15796.5 px,15535.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
115,19078.5 px,15013.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
116,20312.5 px,14686.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
117,12301.5 px,15567.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
118,6547.5 px,16239.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
119,7281.5 px,16578.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
120,5266.5 px,17825.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
121,8073.5 px,17748.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
122,9182.5 px,17783.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
123,9619.5 px,17750.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
124,10351.5 px,17520.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
125,14617.5 px,17096.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
126,21525.5 px,17235.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
127,12023.5 px,19509.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
128,13723.5 px,19566.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
129,13996.5 px,19714.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
130,7019.5 px,20448.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
131,6336.5 px,21069.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
132,7866.5 px,20080.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
133,9094.5 px,20531.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
134,6383.5 px,19262.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
135,6826.5 px,19684.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
136,7410.5 px,19425.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
137,9355.5 px,21732.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
138,15168.5 px,21710.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Egret,3BRamp080_03_09_2022,SV
139,12158.5 px,9700.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
140,11248.5 px,11614.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
141,12664.5 px,11289.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
142,13452.5 px,11208.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
143,15358.5 px,9630.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
144,14066.5 px,13647.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
145,13118.5 px,17608.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
146,12201.5 px,16882.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
147,11937.5 px,18112.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
148,17098.5 px,23123.5 px,[Document 3BRamp080_03_09_2022_SV_Counted.psb],Great Blue Heron,3BRamp080_03_09_2022,SV
