ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
22,10269.5 px,6762.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
23,10621.5 px,6585.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
24,10942.5 px,6371.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
25,11153.5 px,6302.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
26,11009.5 px,6629.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
27,10923.5 px,6713.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
28,11062.5 px,6857.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
29,11001.5 px,7023.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
30,10854.5 px,6996.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
31,10549.5 px,6929.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
32,10379.5 px,7085.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
33,12954.5 px,6620.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
34,8451.5 px,9875.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
35,9537.5 px,9861.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
36,9893.5 px,10239.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
37,10564.5 px,10442.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
38,10389.5 px,10649.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
39,9673.5 px,10899.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
40,9575.5 px,10723.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
41,10005.5 px,11954.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
42,9949.5 px,12106.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
43,10527.5 px,11672.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
44,10990.5 px,12660.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
45,4572.5 px,11010.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
46,6487.5 px,12092.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
47,6250.5 px,12071.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
48,5976.5 px,12414.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
49,6317.5 px,11709.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
50,7507.5 px,12144.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
51,7906.5 px,12701.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
52,14278.5 px,13281.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
53,12135.5 px,12574.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
54,12050.5 px,12702.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
55,11933.5 px,12844.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
56,12232.5 px,12673.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
57,12406.5 px,12852.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
58,12269.5 px,12867.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
59,8206.5 px,12863.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
60,5529.5 px,12984.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
61,6357.5 px,12915.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
62,5193.5 px,13547.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
63,5791.5 px,13588.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
64,7451.5 px,13557.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
65,7397.5 px,13713.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
66,7969.5 px,13776.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
67,8044.5 px,14101.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
68,8297.5 px,14241.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
69,9492.5 px,14144.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
70,9418.5 px,14300.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
71,9474.5 px,14586.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
72,13507.5 px,13879.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
73,14288.5 px,14709.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
74,10789.5 px,15176.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
75,11021.5 px,14815.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
76,11031.5 px,15039.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
77,9713.5 px,15125.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
78,10085.5 px,15153.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
79,5808.5 px,14480.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
80,6633.5 px,14903.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
81,5872.5 px,15513.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
82,5668.5 px,16021.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
83,7285.5 px,15791.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
84,10426.5 px,16285.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
85,11102.5 px,16653.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
86,12232.5 px,15908.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
87,18968.5 px,18063.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
88,7650.5 px,17423.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
89,7906.5 px,17397.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
90,8414.5 px,17705.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
91,11125.5 px,17420.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
92,11252.5 px,17517.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
93,11788.5 px,17801.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
94,12767.5 px,16710.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
95,14352.5 px,17191.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
96,14591.5 px,19622.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
97,14477.5 px,19760.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
98,11592.5 px,18003.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
99,11597.5 px,18561.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
100,7197.5 px,18470.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
101,7240.5 px,18876.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
102,5576.5 px,19442.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
103,4472.5 px,19626.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
104,4291.5 px,20459.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
105,5822.5 px,19702.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
106,7634.5 px,19712.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
107,7213.5 px,19898.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
108,7481.5 px,19900.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
109,10608.5 px,19485.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
110,9229.5 px,19744.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
111,9211.5 px,19875.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
112,11068.5 px,19399.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
113,11268.5 px,19419.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
114,11120.5 px,19587.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
115,11307.5 px,19740.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
116,11285.5 px,19854.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
117,11627.5 px,19575.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
118,5267.5 px,21001.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
119,5454.5 px,20899.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
120,6129.5 px,21217.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
121,8108.5 px,20951.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
122,9162.5 px,21055.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
123,9505.5 px,21429.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
124,8644.5 px,21996.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
125,8878.5 px,22025.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
126,7134.5 px,22341.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
127,7479.5 px,22527.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
128,7553.5 px,22805.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
129,6331.5 px,22907.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
130,12833.5 px,21170.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
131,12881.5 px,20942.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
132,12754.5 px,20720.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
133,12505.5 px,20906.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
134,11729.5 px,21376.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
135,10897.5 px,21960.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
136,10302.5 px,22555.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
137,10244.5 px,22401.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
138,14064.5 px,21150.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
139,12528.5 px,22091.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
140,13355.5 px,21811.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
141,12880.5 px,22564.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
142,10494.5 px,22885.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
143,7935.5 px,23713.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
144,7257.5 px,24240.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
145,6526.5 px,24284.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
146,6751.5 px,24690.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
147,5975.5 px,24734.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
148,3599.5 px,23928.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
149,4540.5 px,24631.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
150,5472.5 px,25206.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
151,6608.5 px,24832.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
152,6810.5 px,25128.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
153,7103.5 px,25004.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
154,7246.5 px,25451.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
155,7027.5 px,25696.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
156,6041.5 px,25666.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
157,5278.5 px,25640.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
158,5230.5 px,26058.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
159,5611.5 px,26227.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
160,7086.5 px,25992.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
161,8656.5 px,25578.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
162,8405.5 px,25926.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
163,8257.5 px,26097.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
164,8494.5 px,26385.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
165,9293.5 px,25785.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
166,10387.5 px,24903.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
167,11565.5 px,24464.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
168,11716.5 px,24330.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
169,11946.5 px,24329.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
170,12291.5 px,24952.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
171,10778.5 px,25758.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
172,10544.5 px,25928.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
173,10069.5 px,25773.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
174,10219.5 px,25641.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
175,10759.5 px,26352.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
176,10601.5 px,26660.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
177,12693.5 px,27016.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
178,12631.5 px,27515.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
179,13413.5 px,27807.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
180,15467.5 px,26667.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
181,19451.5 px,28156.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
182,18761.5 px,29084.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
183,18576.5 px,29442.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
184,18620.5 px,28848.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
185,16529.5 px,28976.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
186,14797.5 px,27750.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
187,13226.5 px,29159.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
188,13406.5 px,29752.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
189,11056.5 px,28767.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
190,9448.5 px,27978.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
191,8890.5 px,27787.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
192,5390.5 px,26925.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
193,5860.5 px,26784.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
194,5943.5 px,26900.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
195,4582.5 px,27029.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
196,4151.5 px,27027.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
197,4711.5 px,27739.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
198,2578.5 px,26178.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
199,3254.5 px,27844.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
200,6202.5 px,28391.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
201,6055.5 px,28573.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
202,7447.5 px,28330.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
203,5075.5 px,29333.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
204,5058.5 px,29578.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
205,4714.5 px,29370.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
206,6518.5 px,29685.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
207,10491.5 px,30071.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
208,13779.5 px,30633.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
209,15785.5 px,30921.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
210,16259.5 px,30957.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
211,17068.5 px,31479.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
212,18765.5 px,31807.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
213,15714.5 px,31798.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
214,12985.5 px,31541.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
215,11997.5 px,32208.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
216,10158.5 px,31662.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
217,10804.5 px,31947.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
218,9452.5 px,30851.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
219,9828.5 px,31068.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
220,9437.5 px,31369.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
221,6836.5 px,31134.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
222,4865.5 px,30720.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
223,5430.5 px,30612.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
224,5418.5 px,30398.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
225,5323.5 px,30226.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
226,3912.5 px,31277.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
227,8752.5 px,32654.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
228,9740.5 px,32243.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
229,10735.5 px,33356.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
230,13068.5 px,32719.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
231,14166.5 px,33268.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
232,13797.5 px,33038.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
