ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
20,6215.5 px,6229.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
21,5688.5 px,7155.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
22,7650.5 px,7636.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
23,10126.5 px,7663.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
24,10378.5 px,7671.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
25,11670.5 px,7997.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
26,3754.5 px,9086.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
27,4492.5 px,8862.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
28,11735.5 px,8249.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
29,12061.5 px,8707.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
30,9549.5 px,8809.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
31,3795.5 px,11985.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
32,4173.5 px,12382.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
33,7134.5 px,11342.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
34,7722.5 px,11276.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
35,7890.5 px,10290.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
36,12457.5 px,8904.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
37,8824.5 px,10603.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
38,9167.5 px,11269.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
39,6017.5 px,13298.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
40,11386.5 px,13455.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
41,7123.5 px,13732.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
42,12620.5 px,14300.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
43,12637.5 px,14362.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
44,12523.5 px,14088.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
45,12195.5 px,14751.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
46,12403.5 px,14905.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
47,6734.5 px,13991.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
48,6708.5 px,14127.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
49,13377.5 px,15729.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
50,13384.5 px,15782.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
51,13266.5 px,15500.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
52,12812.5 px,15536.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
53,8178.5 px,15705.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
54,8682.5 px,16447.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
55,8850.5 px,16498.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
56,8403.5 px,16094.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
57,8237.5 px,16050.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
58,8213.5 px,16084.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
59,9154.5 px,16786.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
60,9018.5 px,16683.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
61,9826.5 px,16916.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
62,9885.5 px,16787.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
63,9606.5 px,17433.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
64,11240.5 px,16325.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
65,11242.5 px,16374.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
66,12394.5 px,16484.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
67,12041.5 px,16405.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
68,13380.5 px,16064.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
69,13308.5 px,16104.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
70,11561.5 px,17292.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
71,10477.5 px,17873.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
72,8691.5 px,17689.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
73,8776.5 px,17647.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
74,6725.5 px,17380.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
75,6503.5 px,18069.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
76,7799.5 px,18883.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
77,12766.5 px,18706.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
78,12825.5 px,18677.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
79,14245.5 px,19084.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
80,12972.5 px,19306.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
81,11214.5 px,19462.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
82,11226.5 px,19690.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
83,10422.5 px,19423.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
84,8254.5 px,19297.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
85,1698.5 px,20982.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
86,1774.5 px,20997.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
87,2462.5 px,20838.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
88,5795.5 px,20632.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
89,9393.5 px,20199.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
90,9304.5 px,20256.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
91,13753.5 px,19770.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
92,14647.5 px,19906.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
93,14885.5 px,20058.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
94,15099.5 px,20203.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
95,14813.5 px,20430.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
96,3379.5 px,21181.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
97,2988.5 px,21538.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
98,2892.5 px,21793.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
99,3109.5 px,22096.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
100,9737.5 px,22310.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
101,12409.5 px,22291.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
102,12629.5 px,22559.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
103,12617.5 px,22661.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
104,14079.5 px,22172.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
105,8664.5 px,23742.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
106,11580.5 px,23385.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
107,12253.5 px,23575.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
108,13573.5 px,23836.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
109,16617.5 px,22753.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
110,16517.5 px,23056.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
111,17056.5 px,23656.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
112,16152.5 px,25059.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
113,14807.5 px,25620.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
114,13916.5 px,24586.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
115,6703.5 px,24343.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
116,17312.5 px,26052.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
117,16652.5 px,26078.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
118,12392.5 px,25725.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
119,12767.5 px,26048.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
120,12745.5 px,26168.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
121,9693.5 px,24970.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
122,9198.5 px,25174.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
123,6496.5 px,25115.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
124,5515.5 px,25967.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
125,5672.5 px,25922.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
126,6157.5 px,26240.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
127,5660.5 px,27064.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
128,8046.5 px,26254.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
129,8133.5 px,25540.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
130,15495.5 px,27490.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
131,17155.5 px,26389.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
132,19119.5 px,25639.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
133,6990.5 px,27512.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
134,10434.5 px,28370.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
135,9980.5 px,28649.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
136,10257.5 px,28350.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
137,10205.5 px,28368.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
138,10099.5 px,28206.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
139,11704.5 px,27928.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
140,12684.5 px,27937.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
141,14262.5 px,27952.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
142,14783.5 px,28142.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
143,15358.5 px,28116.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
144,15347.5 px,28467.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
145,15974.5 px,28029.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
146,18520.5 px,28457.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
147,19432.5 px,28520.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
148,19745.5 px,28741.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
149,17374.5 px,27796.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
150,17813.5 px,27751.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
151,17693.5 px,28080.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
152,15007.5 px,28930.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
153,15537.5 px,28717.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
154,10428.5 px,29201.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
155,8529.5 px,29038.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
156,7430.5 px,29437.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
157,4231.5 px,28928.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
158,9055.5 px,30031.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
159,9486.5 px,30203.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
160,9262.5 px,29804.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
161,10966.5 px,29853.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
162,16750.5 px,29593.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
163,16620.5 px,29968.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
164,17301.5 px,29901.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
165,17353.5 px,29730.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
166,19039.5 px,30421.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
167,18313.5 px,30588.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
168,18160.5 px,31025.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
169,16782.5 px,30952.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
170,16883.5 px,31638.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
171,14796.5 px,31846.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
172,15117.5 px,31595.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
173,16208.5 px,32076.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
174,16034.5 px,32122.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
175,16034.5 px,32147.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
176,14204.5 px,31482.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
177,9503.5 px,31406.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
178,9670.5 px,31519.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
179,9940.5 px,31488.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
180,12865.5 px,31258.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
181,18369.5 px,31288.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
182,18355.5 px,31612.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
183,15061.5 px,32131.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
184,15105.5 px,32083.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
185,15256.5 px,32110.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
186,14038.5 px,32173.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
187,14180.5 px,31993.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
188,13820.5 px,32208.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
189,11699.5 px,32526.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
190,6055.5 px,32832.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
191,10189.5 px,32731.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
192,10374.5 px,32651.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
193,12698.5 px,32775.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
194,13024.5 px,32677.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
195,12900.5 px,33262.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
196,13043.5 px,33033.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
197,13978.5 px,32784.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
198,14970.5 px,32661.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
199,15568.5 px,32575.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
200,15545.5 px,32770.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
201,16620.5 px,32908.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
202,16568.5 px,32631.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
203,16152.5 px,32630.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
204,16443.5 px,33035.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
205,18715.5 px,32391.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
206,20883.5 px,32130.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
207,20264.5 px,32155.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
208,20506.5 px,32196.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
209,20337.5 px,32486.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
210,19956.5 px,32655.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
211,14780.5 px,33130.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
212,7363.5 px,35367.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
213,7590.5 px,35321.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
214,9440.5 px,36311.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
215,9636.5 px,36275.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
216,11380.5 px,34402.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
217,11094.5 px,33529.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
218,11835.5 px,33646.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
219,11864.5 px,33685.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
220,19719.5 px,33595.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
221,18987.5 px,33833.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
222,17965.5 px,33831.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
223,17970.5 px,33991.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
224,18348.5 px,34904.5 px,[Document Nanse_04_29_2022_SV_Counted.psb],Great Egret,Nanse_04_29_2022,SV
