ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
18,5970.5 px,10109.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
19,5980.5 px,10215.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
20,4527.5 px,12822.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
21,4717.5 px,12763.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
22,5225.5 px,14749.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
23,5371.5 px,14746.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
24,4402.5 px,16631.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
25,6719.5 px,16942.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
26,6876.5 px,17352.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
27,6616.5 px,17656.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
28,7167.5 px,17354.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
29,7312.5 px,17251.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
30,7082.5 px,17723.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
31,8185.5 px,18167.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
32,8070.5 px,17176.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
33,7631.5 px,16746.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
34,7724.5 px,16551.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
35,7440.5 px,16477.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
36,8004.5 px,16731.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
37,5554.5 px,16006.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
38,6492.5 px,15921.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
39,6539.5 px,15675.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
40,8479.5 px,15749.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
41,8549.5 px,15602.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
42,8503.5 px,15953.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
43,8363.5 px,15637.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
44,8669.5 px,15324.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
45,8813.5 px,14286.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
46,8714.5 px,14306.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
47,8992.5 px,14181.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
48,9083.5 px,14339.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
49,9020.5 px,14445.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
50,8988.5 px,14006.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
51,8618.5 px,14249.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
52,6892.5 px,14716.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
53,7403.5 px,14156.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
54,7212.5 px,13963.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
55,7187.5 px,13729.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
56,7912.5 px,13694.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
57,7914.5 px,13549.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
58,7822.5 px,13398.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
59,7374.5 px,13613.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
60,7173.5 px,12839.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
61,7008.5 px,13197.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
62,7207.5 px,13376.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
63,8153.5 px,12533.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
64,8256.5 px,12564.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
65,7419.5 px,12557.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
66,8405.5 px,11829.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
67,7595.5 px,11910.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
68,10013.5 px,12766.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
69,9230.5 px,12794.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
70,9756.5 px,12291.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
71,10351.5 px,13464.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
72,10101.5 px,13451.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
73,9661.5 px,13589.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
74,9745.5 px,13427.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
75,9836.5 px,13997.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
76,9676.5 px,13875.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
77,10478.5 px,13860.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
78,10583.5 px,11700.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
79,10475.5 px,11512.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
80,10685.5 px,11423.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
81,11028.5 px,11301.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
82,11590.5 px,10373.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
83,11508.5 px,10400.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
84,11373.5 px,10430.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
85,10776.5 px,10889.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
86,11078.5 px,10275.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
87,10866.5 px,10319.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
88,10606.5 px,10330.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
89,10517.5 px,10561.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
90,10312.5 px,10359.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
91,9984.5 px,10403.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
92,10348.5 px,10861.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
93,10602.5 px,10762.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
94,9503.5 px,10085.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
95,9670.5 px,10175.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
96,9892.5 px,10032.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
97,10334.5 px,10139.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
98,11313.5 px,10023.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
99,11283.5 px,10173.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
100,10952.5 px,10119.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
101,11115.5 px,10005.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
102,10817.5 px,10026.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
103,10741.5 px,9888.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
104,10688.5 px,10185.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
105,11223.5 px,10827.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
106,9316.5 px,11869.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
107,9115.5 px,10963.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
108,7493.5 px,10980.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
109,7093.5 px,10794.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
110,6996.5 px,10682.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
111,5957.5 px,11479.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
112,5788.5 px,11537.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
113,6085.5 px,11452.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
114,5966.5 px,11145.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
115,6228.5 px,11191.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
116,6291.5 px,11452.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
117,6594.5 px,11505.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
118,6385.5 px,11271.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
119,6026.5 px,11989.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
120,5949.5 px,11841.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
121,5722.5 px,12115.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
122,5367.5 px,12002.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
123,5076.5 px,12006.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
124,5745.5 px,11691.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
125,8318.5 px,10642.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
126,8172.5 px,10664.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
127,8029.5 px,10559.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
128,7990.5 px,10334.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
129,8424.5 px,10721.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
130,8459.5 px,10540.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
131,7929.5 px,9760.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
132,7443.5 px,9923.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
133,7412.5 px,10083.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
134,7203.5 px,10099.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
135,6973.5 px,10037.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
136,7683.5 px,9487.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
137,7840.5 px,9511.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
138,7752.5 px,9630.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
139,8972.5 px,9002.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
140,8830.5 px,8575.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
141,8680.5 px,8961.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
142,8629.5 px,9134.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
143,9780.5 px,8791.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
144,9937.5 px,8815.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
145,9569.5 px,8835.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
146,10016.5 px,8463.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
147,9431.5 px,9323.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
148,9555.5 px,9383.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
149,9864.5 px,9201.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
150,10111.5 px,9241.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
151,9877.5 px,9408.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
152,9985.5 px,9592.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
153,9830.5 px,9619.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
154,9678.5 px,9643.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
155,10059.5 px,9147.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
156,10477.5 px,9304.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
157,10481.5 px,9384.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
158,10599.5 px,9376.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
159,10489.5 px,9658.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
160,10961.5 px,8731.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
161,10745.5 px,8838.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
162,10527.5 px,8949.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
163,10956.5 px,9092.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
164,11245.5 px,9095.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
165,11280.5 px,8915.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
166,11018.5 px,9472.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
167,10925.5 px,9370.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
168,10802.5 px,9428.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
169,10934.5 px,12160.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
170,10644.5 px,8618.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
171,11938.5 px,12011.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
172,8875.5 px,14164.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
173,9489.5 px,14476.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
174,9356.5 px,10469.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
175,9059.5 px,10081.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
176,9551.5 px,9765.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
177,9443.5 px,9829.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
178,9345.5 px,9756.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
179,9350.5 px,9675.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
180,9730.5 px,9462.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
181,8500.5 px,9258.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
182,9440.5 px,8030.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
183,9889.5 px,7935.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
184,6177.5 px,12552.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
185,6791.5 px,5087.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
186,5193.5 px,5696.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
187,7195.5 px,9013.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
188,5492.5 px,10895.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
189,6983.5 px,17757.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
190,6584.5 px,15534.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
191,8523.5 px,14280.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
192,9901.5 px,10701.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
193,9917.5 px,10657.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
194,9508.5 px,10193.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
195,11318.5 px,11508.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
196,12665.5 px,12915.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
197,12913.5 px,13053.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
198,9357.5 px,14910.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
199,9697.5 px,9099.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Great Egret,Hidden_Little_03_24_2022,HC
200,11546.5 px,9830.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Anhinga,Hidden_Little_03_24_2022,HC
201,11481.5 px,9620.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Anhinga,Hidden_Little_03_24_2022,HC
202,11824.5 px,10300.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Anhinga,Hidden_Little_03_24_2022,HC
203,11689.5 px,10550.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Anhinga,Hidden_Little_03_24_2022,HC
204,11200.5 px,9338.5 px,[Document Hidden_Little_03_24_2022_HC_Counted.psd],Roseate Spoonbill,Hidden_Little_03_24_2022,HC
