ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
27,12482.5 px,10616.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2047,LG
28,12423.5 px,10564.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2048,LG
29,11684.5 px,9695.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2049,LG
30,12128.5 px,10816.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2050,LG
31,13161.5 px,9077.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2051,LG
32,14083.5 px,9235.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2052,LG
33,15361.5 px,9687.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2053,LG
34,15675.5 px,9368.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2054,LG
35,14850.5 px,10581.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2055,LG
36,11897.5 px,11039.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2056,LG
37,9186.5 px,11987.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2057,LG
38,7615.5 px,11722.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2058,LG
39,9285.5 px,12523.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2059,LG
40,10162.5 px,12833.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2060,LG
41,10104.5 px,13385.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2061,LG
42,12655.5 px,13268.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2062,LG
43,12974.5 px,12839.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2063,LG
44,12563.5 px,12216.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2064,LG
45,14067.5 px,13466.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2065,LG
46,14254.5 px,13395.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2066,LG
47,14386.5 px,13168.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2067,LG
48,15325.5 px,12871.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2068,LG
49,15635.5 px,13809.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2069,LG
50,14958.5 px,13738.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2070,LG
51,7015.5 px,13559.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2071,LG
52,10629.5 px,15555.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2072,LG
53,10997.5 px,15719.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2073,LG
54,11187.5 px,14777.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2074,LG
55,12947.5 px,15901.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2075,LG
56,14003.5 px,14714.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2076,LG
57,13981.5 px,15655.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2077,LG
58,15879.5 px,14816.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2078,LG
59,16963.5 px,15483.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2079,LG
60,16827.5 px,15363.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2080,LG
61,18133.5 px,16204.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2081,LG
62,16558.5 px,17060.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2082,LG
63,16626.5 px,16787.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2083,LG
64,15917.5 px,17051.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2084,LG
65,16263.5 px,17245.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2085,LG
66,15793.5 px,16587.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2086,LG
67,14522.5 px,17136.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2087,LG
68,10713.5 px,16489.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2088,LG
69,10736.5 px,17033.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2089,LG
70,11841.5 px,18137.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2090,LG
71,11151.5 px,17773.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2091,LG
72,10896.5 px,17768.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2092,LG
73,13631.5 px,18824.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2093,LG
74,13806.5 px,18804.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2094,LG
75,13902.5 px,18349.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2095,LG
76,13912.5 px,18289.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2096,LG
77,14074.5 px,18157.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2097,LG
78,14431.5 px,17988.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2098,LG
79,14527.5 px,17947.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2099,LG
80,15383.5 px,18026.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2100,LG
81,14818.5 px,18444.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2101,LG
82,15465.5 px,18585.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2102,LG
83,14956.5 px,19806.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2103,LG
84,14905.5 px,19263.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2104,LG
85,15347.5 px,19097.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2105,LG
86,15539.5 px,18989.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2106,LG
87,13746.5 px,19836.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2107,LG
88,11318.5 px,19082.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2108,LG
89,12319.5 px,20485.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2109,LG
90,13166.5 px,21788.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2110,LG
91,13269.5 px,21431.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2111,LG
92,14765.5 px,21058.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2112,LG
93,14874.5 px,21690.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2113,LG
94,16327.5 px,21613.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2114,LG
95,16188.5 px,21513.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2115,LG
96,14619.5 px,22076.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2116,LG
97,12805.5 px,22296.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2117,LG
98,10295.5 px,22006.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Great Egret,CypressCity_04_07_2118,LG
99,9356.5 px,7698.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Wood Stork,CypressCity_04_07_2119,LG
100,9308.5 px,7667.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Wood Stork,CypressCity_04_07_2120,LG
101,9484.5 px,7615.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Wood Stork,CypressCity_04_07_2121,LG
102,9577.5 px,7871.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Wood Stork,CypressCity_04_07_2122,LG
103,15373.5 px,7164.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2123,LG
104,15531.5 px,7368.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2124,LG
105,10341.5 px,10300.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2125,LG
106,14882.5 px,9107.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2126,LG
107,7124.5 px,12094.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2127,LG
108,7596.5 px,13142.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2128,LG
109,15774.5 px,12813.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2129,LG
110,16871.5 px,12523.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2130,LG
111,16224.5 px,16189.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2131,LG
112,16552.5 px,16212.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2132,LG
113,15770.5 px,16292.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2133,LG
114,13178.5 px,16984.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2134,LG
115,11414.5 px,18682.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2135,LG
116,11600.5 px,18476.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2136,LG
117,14597.5 px,18844.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2137,LG
118,12797.5 px,19419.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2138,LG
119,14388.5 px,20117.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2139,LG
120,14486.5 px,19932.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2140,LG
121,14907.5 px,19323.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2141,LG
122,13189.5 px,19413.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2142,LG
123,14149.5 px,19994.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2143,LG
124,11603.5 px,19430.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2144,LG
125,11720.5 px,19282.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2145,LG
126,10475.5 px,20687.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2146,LG
127,11730.5 px,20636.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2147,LG
128,12164.5 px,21272.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2148,LG
129,12029.5 px,21070.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2149,LG
130,11339.5 px,21818.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2150,LG
131,11029.5 px,21762.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2151,LG
132,11899.5 px,21769.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2152,LG
133,13807.5 px,21376.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2153,LG
134,14028.5 px,21240.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2154,LG
135,13499.5 px,21204.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2155,LG
136,13649.5 px,21982.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2156,LG
137,15408.5 px,21397.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2157,LG
138,15485.5 px,20775.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2158,LG
139,11061.5 px,23602.5 px,[Document CypressCity_04_07_2022_Counted_LG.tif],Roseate Spoonbill,CypressCity_04_07_2159,LG
