ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
44,11727.5 px,29381.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
45,11395.5 px,29354.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
46,11190.5 px,29643.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
47,12254.5 px,29920.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
48,12183.5 px,31351.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
49,11521.5 px,31551.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
50,11185.5 px,31138.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
51,13764.5 px,32153.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
52,12891.5 px,32534.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
53,12964.5 px,32961.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
54,13234.5 px,32505.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
55,13415.5 px,32923.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
56,13432.5 px,34323.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
57,13485.5 px,34625.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
58,12689.5 px,34507.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
59,12917.5 px,35317.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
60,12902.5 px,36309.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
61,12900.5 px,35945.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
62,12542.5 px,35807.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
63,12415.5 px,35923.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
64,12362.5 px,36152.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
65,12012.5 px,36217.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
66,12036.5 px,37003.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
67,12273.5 px,36858.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
68,12956.5 px,36776.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
69,13289.5 px,37123.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
70,13372.5 px,37711.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
71,13029.5 px,37566.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
72,12105.5 px,38145.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
73,12833.5 px,38409.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
74,13004.5 px,38540.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
75,12582.5 px,38647.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
76,11926.5 px,39885.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
77,12523.5 px,39561.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
78,12987.5 px,40158.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
79,12016.5 px,41600.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
80,12977.5 px,41493.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
81,12785.5 px,42203.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
82,13102.5 px,42815.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
83,14447.5 px,43524.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
84,14050.5 px,43127.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
85,14243.5 px,42442.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
86,13918.5 px,42737.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
87,14017.5 px,41779.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
88,14008.5 px,41406.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
89,13897.5 px,41036.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
90,14567.5 px,40845.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
91,13801.5 px,40327.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
92,13905.5 px,39581.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
93,13912.5 px,39727.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
94,16145.5 px,39031.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
95,16504.5 px,38969.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
96,15703.5 px,38285.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
97,15207.5 px,38563.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
98,15942.5 px,38531.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
99,15812.5 px,39100.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
100,15068.5 px,39022.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
101,16347.5 px,40015.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
102,15166.5 px,41461.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
103,15027.5 px,41756.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
104,15206.5 px,42026.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
105,15629.5 px,42355.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
106,16819.5 px,41417.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
107,9805.5 px,41472.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
108,10316.5 px,38577.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
109,8431.5 px,38695.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
110,8356.5 px,38893.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
111,7535.5 px,38584.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
112,7769.5 px,37818.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
113,7104.5 px,38047.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
114,7350.5 px,36451.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
115,8301.5 px,36834.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
116,9678.5 px,37105.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
117,10685.5 px,36740.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
118,11114.5 px,36641.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
119,11596.5 px,35807.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
120,9945.5 px,32873.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
121,9166.5 px,33202.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
122,9351.5 px,32757.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
123,9066.5 px,29475.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
124,9830.5 px,29095.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
125,9673.5 px,28285.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
126,9514.5 px,26907.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
127,10001.5 px,25364.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
128,10304.5 px,26024.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
129,8273.5 px,24985.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
130,6887.5 px,24550.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
131,6891.5 px,25015.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
132,6289.5 px,23913.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
133,6074.5 px,23194.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
134,7748.5 px,23788.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
135,7895.5 px,23057.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
136,8256.5 px,22839.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
137,7390.5 px,22787.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
138,4206.5 px,23632.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
139,10201.5 px,22273.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
140,10187.5 px,22530.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
141,10447.5 px,22428.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
142,9263.5 px,22487.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
143,9722.5 px,21344.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
144,9485.5 px,21166.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
145,9198.5 px,21163.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
146,8986.5 px,21280.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
147,8670.5 px,20927.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
148,7179.5 px,21435.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
149,7451.5 px,21693.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
150,6568.5 px,21062.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
151,6466.5 px,20869.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
152,5774.5 px,21681.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
153,7901.5 px,20654.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
154,10485.5 px,20282.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
155,10598.5 px,19942.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
156,12967.5 px,18944.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
157,13068.5 px,19475.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
158,14650.5 px,19380.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
159,13639.5 px,20722.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
160,17039.5 px,22527.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
161,17569.5 px,22795.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
162,18156.5 px,24261.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
163,16859.5 px,25170.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
164,13549.5 px,21941.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
165,13848.5 px,22957.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
166,13578.5 px,24929.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
167,14565.5 px,26271.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
168,14685.5 px,25785.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
169,14693.5 px,26459.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
170,15507.5 px,27095.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
171,15593.5 px,27415.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
172,15312.5 px,27643.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
173,15055.5 px,27106.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
174,16021.5 px,27634.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
175,17262.5 px,28119.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
176,16948.5 px,29921.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
177,17416.5 px,29486.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
178,19094.5 px,30201.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
179,17487.5 px,30807.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
180,20355.5 px,28266.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
181,20547.5 px,28788.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
182,15410.5 px,25364.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
183,15871.5 px,25851.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
184,16259.5 px,25934.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
185,15574.5 px,26460.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
186,21828.5 px,29914.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
187,21633.5 px,29420.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
188,22080.5 px,29358.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
189,19623.5 px,31149.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
190,21360.5 px,30637.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
191,11159.5 px,33807.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
192,11727.5 px,33957.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
193,12722.5 px,34336.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
194,6892.5 px,19712.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
195,9221.5 px,18640.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
196,10784.5 px,17511.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
197,9236.5 px,17867.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
198,8022.5 px,18653.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
199,8214.5 px,18313.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
200,8239.5 px,17931.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
201,6833.5 px,18966.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
202,6483.5 px,18236.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
203,5735.5 px,18307.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
204,5907.5 px,16474.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
205,7182.5 px,16945.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
206,7190.5 px,17412.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
207,8186.5 px,16780.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
208,8227.5 px,15802.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
209,8259.5 px,16118.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
210,9377.5 px,15111.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
211,9272.5 px,15289.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
212,8683.5 px,15160.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
213,8036.5 px,14808.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
214,9153.5 px,13686.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
215,7751.5 px,13691.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
216,5818.5 px,13342.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
217,6317.5 px,13604.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
