ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
37,11490.5 px,11500.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
38,11452.5 px,11635.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
39,11577.5 px,11171.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
40,11708.5 px,11147.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
41,11924.5 px,11041.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
42,10974.5 px,10017.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
43,11125.5 px,10128.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
44,11266.5 px,10004.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
45,11671.5 px,10317.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
46,10725.5 px,10046.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
47,10820.5 px,9842.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
48,11068.5 px,9633.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
49,10832.5 px,10548.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
50,11098.5 px,8936.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
51,10748.5 px,9050.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
52,10237.5 px,9063.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
53,10460.5 px,10446.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
54,10322.5 px,10356.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
55,9929.5 px,10111.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
56,9890.5 px,9880.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
57,9414.5 px,10228.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
58,9386.5 px,9803.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
59,8910.5 px,10274.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
60,8476.5 px,9889.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
61,8641.5 px,9762.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
62,8318.5 px,9642.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
63,8122.5 px,9595.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
64,7259.5 px,9255.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
65,10190.5 px,8267.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
66,9530.5 px,8325.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
67,9845.5 px,7636.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
68,7145.5 px,8044.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
69,6795.5 px,7549.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
70,8595.5 px,11305.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
71,8307.5 px,11264.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
72,7660.5 px,11248.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
73,8046.5 px,10743.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
74,8135.5 px,10485.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
75,7738.5 px,10428.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
76,8433.5 px,11631.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
77,9498.5 px,10766.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
78,9835.5 px,10995.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
79,10184.5 px,11142.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
80,10488.5 px,11200.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
81,10604.5 px,11466.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
82,10725.5 px,11637.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
83,10662.5 px,11746.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
84,10756.5 px,11498.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
85,10989.5 px,11476.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
86,10156.5 px,11670.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
87,10091.5 px,11957.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
88,9939.5 px,12012.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
89,9552.5 px,11964.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
90,9790.5 px,12269.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
91,10093.5 px,12271.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
92,11016.5 px,12160.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
93,11277.5 px,12286.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
94,11657.5 px,11907.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
95,9223.5 px,12661.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
96,8498.5 px,12540.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
97,10513.5 px,12611.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
98,10284.5 px,12553.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
99,10267.5 px,12726.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
100,10030.5 px,12606.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
101,10151.5 px,13146.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
102,9824.5 px,13126.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
103,9565.5 px,13325.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
104,9479.5 px,13918.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
105,10134.5 px,13961.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
106,10380.5 px,13535.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
107,10271.5 px,13434.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
108,10427.5 px,13280.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
109,11117.5 px,13325.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
110,9154.5 px,15565.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
111,7621.5 px,15831.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
112,7852.5 px,16589.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
113,6961.5 px,16547.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
114,10286.5 px,16746.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
115,11346.5 px,18645.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
116,9240.5 px,23394.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
117,8791.5 px,22583.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
118,9214.5 px,21869.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
119,7943.5 px,20455.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
120,8108.5 px,20422.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
121,7587.5 px,20772.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
122,8403.5 px,21055.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
123,6731.5 px,20938.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
124,6400.5 px,19923.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
125,6693.5 px,18767.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
126,7181.5 px,19146.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
127,11111.5 px,24982.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
128,11047.5 px,24201.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
129,9837.5 px,28787.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
130,9631.5 px,29198.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
131,7138.5 px,28631.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
132,6617.5 px,28791.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
133,6658.5 px,29094.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
134,6651.5 px,29691.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
135,7484.5 px,29355.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
136,5049.5 px,28994.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
137,5025.5 px,30686.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
138,5257.5 px,30594.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
139,5648.5 px,31642.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
140,4504.5 px,32413.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
141,6139.5 px,33740.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
142,6651.5 px,34205.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
143,6946.5 px,33344.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
144,6828.5 px,31828.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
145,6564.5 px,31128.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
146,9393.5 px,29661.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
147,9196.5 px,29664.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
148,9809.5 px,31097.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
149,8817.5 px,30984.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
150,10678.5 px,31146.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
151,8969.5 px,32113.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
152,10747.5 px,35574.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
153,13513.5 px,36387.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
154,13802.5 px,32035.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
155,14803.5 px,29495.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
156,14164.5 px,29064.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
157,13773.5 px,28938.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
158,13378.5 px,28217.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
159,13392.5 px,28024.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
160,14018.5 px,26744.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
161,13146.5 px,25721.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
162,13398.5 px,23442.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
163,13067.5 px,23667.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
164,12423.5 px,23727.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
165,11906.5 px,23586.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
166,12814.5 px,22284.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
167,13305.5 px,22015.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
168,14107.5 px,22854.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
169,14490.5 px,22265.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
170,13220.5 px,21076.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
171,13241.5 px,20919.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
172,12276.5 px,20259.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
173,13735.5 px,19652.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
174,13417.5 px,19621.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
175,12582.5 px,19594.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
176,14959.5 px,24740.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
177,15321.5 px,23173.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
178,16170.5 px,23005.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
179,16239.5 px,22525.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
180,17253.5 px,22825.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
181,14553.5 px,21365.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
182,15120.5 px,20943.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
183,15617.5 px,21473.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
184,15762.5 px,21343.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
185,15980.5 px,21205.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
186,15971.5 px,20977.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
187,15623.5 px,21023.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
188,16002.5 px,20766.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
189,15091.5 px,20390.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
190,15332.5 px,20252.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
191,15709.5 px,20334.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
192,15676.5 px,20066.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
193,17459.5 px,21294.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
194,18395.5 px,20818.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
195,18115.5 px,20223.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
196,17492.5 px,19823.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
197,16968.5 px,19798.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
198,16762.5 px,19887.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
199,15991.5 px,19578.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
200,16075.5 px,18933.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
201,17538.5 px,18198.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
202,18134.5 px,18022.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
203,17129.5 px,16841.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
204,17440.5 px,24044.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
205,17839.5 px,25121.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
206,16787.5 px,26022.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
207,7412.5 px,16579.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
208,9848.5 px,21540.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
209,11271.5 px,25873.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
210,10402.5 px,25667.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
211,6902.5 px,26667.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
212,16204.5 px,32538.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
213,11256.5 px,31452.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
214,15619.5 px,34597.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Egret,Vulture_03_28_2022,HC
215,13137.5 px,10510.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
216,11353.5 px,13382.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
217,11238.5 px,13706.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
218,12231.5 px,15518.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
219,11952.5 px,16031.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
220,14070.5 px,14280.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
221,10257.5 px,14925.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
222,11095.5 px,15483.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
223,10509.5 px,15416.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
224,9997.5 px,17317.5 px,[Document Vulture_03_28_2022_Counted_HC.psb],Great Blue Heron,Vulture_03_28_2022,HC
