ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
122,17167.5 px,23266.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Great Egret,Joule_03_14_2022,SV
123,25023.5 px,31584.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Great Egret,Joule_03_14_2022,SV
124,15917.5 px,23495.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Great Blue Heron,Joule_03_14_2022,SV
125,18989.5 px,27931.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
126,22631.5 px,32761.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
127,21933.5 px,32221.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
128,22189.5 px,32313.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
129,19573.5 px,28612.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
130,22357.5 px,32989.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
131,22350.5 px,32882.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
132,22557.5 px,32875.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
133,21860.5 px,32794.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
134,22021.5 px,32792.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
135,21889.5 px,32985.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
136,21759.5 px,32934.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
137,21721.5 px,32856.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
138,21841.5 px,32267.5 px,[Document Joule_03_14_2022_SV_Counted.psb],Roseate Spoonbill,Joule_03_14_2022,SV
